InvoiceNo,Date,StoreID,ProductID,Category,Quantity,UnitPrice,Discount,CostPerUnit,CustomerType,PaymentMode
INV103681,5/28/2025 4:28,S005,C0029,Clothing,3,30.21,10.42,23.49,Returning,Card
INV104645,5/28/2025 5:06,S012,A0019,Accessories,6,15.01,4.43,6.16,New,Card
INV101490,5/28/2025 5:21,S007,C0028,Clothing,1,36.07,1.46,21.8,Returning,Card
INV108461,5/28/2025 6:44,S019,SH0013,Shoes,3,65.74,10.85,44.72,New,Digital
INV102864,5/28/2025 14:16,S017,A0036,Accessories,6,72.61,8.39,43.27,Returning,Digital
INV108315,5/28/2025 15:08,S013,A0029,Accessories,2,11,17.54,5.43,New,Card
INV109692,5/28/2025 19:24,S017,C0069,Clothing,4,81.87,11.88,61.86,New,Cash
INV108578,5/29/2025 3:35,S018,SH0005,Shoes,3,98.9,9.57,64.37,Returning,Cash
INV109809,5/29/2025 4:32,S005,A0045,Accessories,4,17.8,13.07,11.21,New,Cash
INV107205,5/29/2025 4:49,S006,C0027,Clothing,1,26.37,2.16,18.73,Returning,Card
INV109200,5/29/2025 9:53,S017,A0001,Accessories,1,64.94,9.24,35.96,Returning,Cash
INV103715,5/29/2025 11:28,S013,SH0023,Shoes,4,95.53,11.15,62.05,Returning,Cash
INV102930,5/29/2025 16:25,S016,SH0036,Shoes,5,101.78,13.91,78.54,New,Card
INV103866,5/29/2025 16:56,S001,C0034,Clothing,3,89.5,2.89,49.83,New,Digital
INV105720,5/29/2025 23:17,S017,SH0002,Shoes,1,60,13,38.94,Returning,Cash
INV100995,5/30/2025 0:42,S004,A0015,Accessories,3,31.65,12.17,15.14,New,Card
INV103885,5/30/2025 4:46,S008,C0008,Clothing,3,41.87,17,32.04,New,Cash
INV107163,5/30/2025 6:56,S009,A0049,Accessories,1,52.44,0.24,30.49,New,Card
INV108936,5/30/2025 14:11,S018,C0079,Clothing,1,84.52,18.5,65,New,Card
INV106667,5/30/2025 15:53,S008,A0005,Accessories,1,15.21,13.61,10.72,New,Digital
INV106756,5/30/2025 16:15,S014,C0095,Clothing,2,57.98,5.66,31.32,New,Cash
INV109235,5/30/2025 16:17,S012,A0050,Accessories,1,73.21,7.32,43.51,Returning,Card
INV106001,5/30/2025 17:50,S007,C0031,Clothing,1,32.75,7.53,20.22,Returning,Digital
INV107794,5/31/2025 2:26,S001,C0059,Clothing,1,51.73,15.96,35.47,New,Digital
INV109855,5/31/2025 3:52,S002,C0012,Clothing,2,96.93,7,69.22,Returning,Card
INV104852,5/31/2025 3:59,S008,A0057,Accessories,6,77.43,3.27,52.22,New,Card
INV100005,5/31/2025 8:29,S003,A0011,Accessories,3,35.91,14.04,17,New,Digital
INV104655,5/31/2025 8:43,S007,SH0032,Shoes,5,62.68,19.26,38.99,Returning,Cash
INV102077,5/31/2025 9:01,S003,C0072,Clothing,1,56.94,6.34,41.15,Returning,Cash
INV106249,5/31/2025 10:19,S006,SH0035,Shoes,2,64.1,9.18,44.53,New,Card
INV106214,5/31/2025 13:54,S008,SH0018,Shoes,5,164.94,5.76,117.71,New,Card
INV104973,5/31/2025 17:14,S019,C0020,Clothing,3,107.63,6.92,57.79,New,Digital
INV101676,5/31/2025 18:02,S004,SH0031,Shoes,4,181.54,2.85,135.52,New,Card
INV105312,5/31/2025 19:08,S008,A0005,Accessories,5,10.44,12.6,6.81,New,Digital
INV109618,5/31/2025 22:42,S009,SH0019,Shoes,3,89.2,12.08,71.26,New,Cash
INV107528,5/31/2025 23:43,S013,C0025,Clothing,1,81.05,1.07,50.65,Returning,Card
INV104881,6/1/2025 3:55,S018,A0048,Accessories,4,53.98,5.85,25.89,New,Cash
INV107732,6/1/2025 7:50,S019,A0033,Accessories,3,14.54,19.02,5.95,Returning,Cash
INV103373,6/1/2025 10:11,S017,SH0019,Shoes,2,56.05,1.49,36.15,New,Cash
INV100271,6/1/2025 11:11,S005,C0034,Clothing,3,63.97,11.28,37.04,New,Cash
INV101907,6/1/2025 11:52,S005,SH0020,Shoes,1,106.29,18.67,75.96,New,Cash
INV109752,6/1/2025 12:07,S010,C0098,Clothing,4,87.99,10.38,65.78,New,Cash
INV107570,6/1/2025 12:32,S015,C0047,Clothing,6,27.23,11.58,21.77,New,Card
INV104128,6/1/2025 13:27,S005,A0037,Accessories,5,54.85,18.73,28.8,Returning,Cash
INV102157,6/1/2025 13:37,S018,A0039,Accessories,3,22.13,4.67,10.15,Returning,Cash
INV109477,6/1/2025 15:29,S003,A0045,Accessories,5,13.54,3.12,5.42,New,Cash
INV101569,6/1/2025 18:03,S003,SH0006,Shoes,4,143.46,17.79,120.75,Returning,Card
INV103157,6/1/2025 19:12,S014,A0043,Accessories,2,74.08,19.04,40.39,New,Cash
INV100896,6/1/2025 20:05,S018,C0073,Clothing,5,70.35,14.68,47.3,New,Digital
INV101423,6/1/2025 22:02,S020,C0010,Clothing,6,67.45,1.24,42.27,Returning,Cash
INV108107,6/1/2025 23:54,S010,A0015,Accessories,2,55.37,10.78,23.82,Returning,Cash
INV105067,6/2/2025 0:18,S001,C0072,Clothing,4,85.77,9.3,50.13,Returning,Card
INV101400,6/2/2025 3:09,S008,A0019,Accessories,5,76.68,5.32,43.69,New,Card
INV108526,6/2/2025 4:28,S001,C0022,Clothing,3,75.25,3.95,37.64,Returning,Digital
INV102898,6/2/2025 5:52,S011,SH0018,Shoes,1,106.73,1.88,64.56,Returning,Card
INV109325,6/2/2025 6:45,S001,A0038,Accessories,6,19.38,4.53,13.19,New,Cash
INV103058,6/2/2025 7:32,S011,C0061,Clothing,5,32.24,1.6,25.15,New,Cash
INV103556,6/2/2025 9:24,S018,SH0027,Shoes,4,173.87,5.19,147.79,Returning,Card
INV105229,6/2/2025 9:35,S013,A0025,Accessories,3,10.44,17.12,6.09,Returning,Card
INV101009,6/2/2025 10:35,S004,SH0013,Shoes,4,167.6,17.13,123.23,New,Cash
INV106973,6/2/2025 17:59,S008,C0087,Clothing,2,48.45,14.77,29.83,Returning,Digital
INV100765,6/2/2025 20:16,S007,SH0039,Shoes,2,128.14,6.49,101.88,Returning,Cash
INV105874,6/2/2025 21:38,S003,SH0009,Shoes,1,196.46,3.87,128.6,Returning,Digital
INV108041,6/2/2025 23:43,S020,C0051,Clothing,2,40.52,19.8,31.04,New,Cash
INV100295,6/3/2025 0:02,S017,C0094,Clothing,3,57.31,15.14,28.9,New,Cash
INV108099,6/3/2025 2:38,S017,C0023,Clothing,1,39.36,6.66,28.75,New,Cash
INV107298,6/3/2025 8:15,S008,SH0010,Shoes,3,104.3,3.72,63.84,New,Digital
INV103655,6/3/2025 12:45,S005,A0014,Accessories,1,76.46,16.06,45.3,New,Cash
INV106782,6/3/2025 12:54,S007,C0100,Clothing,1,23.38,3.4,17.32,New,Cash
INV102253,6/3/2025 14:36,S006,SH0018,Shoes,4,131.94,14.01,91.92,Returning,Card
INV102774,6/3/2025 16:02,S011,SH0022,Shoes,1,109.78,10.58,82.26,Returning,Cash
INV104019,6/3/2025 18:07,S014,A0014,Accessories,2,59.27,11.25,36.17,New,Cash
INV106867,6/3/2025 20:10,S011,C0070,Clothing,5,66.56,8.13,38.51,New,Cash
INV106477,6/3/2025 21:42,S005,A0045,Accessories,1,39.03,9.88,18.13,Returning,Digital
INV101967,6/3/2025 22:18,S018,A0006,Accessories,6,53.43,0.51,29.82,New,Cash
INV105592,6/4/2025 0:18,S018,SH0040,Shoes,4,124.94,2.75,77.51,New,Card
INV109128,6/4/2025 0:41,S012,C0011,Clothing,5,20.37,11.81,10.53,Returning,Cash
INV108386,6/4/2025 2:37,S004,C0040,Clothing,5,88.09,19.36,47.17,Returning,Cash
INV105278,6/4/2025 6:07,S005,A0040,Accessories,5,77.99,15.88,45.49,Returning,Digital
INV108932,6/4/2025 7:01,S018,SH0015,Shoes,6,68.3,5.05,39.97,New,Cash
INV105513,6/4/2025 8:07,S020,C0091,Clothing,1,22.33,14.48,13.86,Returning,Cash
INV100993,6/4/2025 8:40,S017,C0028,Clothing,1,78.32,5.19,42.65,Returning,Card
INV103346,6/4/2025 10:54,S010,SH0017,Shoes,5,183.53,3.09,113.86,Returning,Digital
INV100868,6/4/2025 13:59,S012,C0079,Clothing,6,45.05,1.46,23.03,New,Cash
INV104060,6/4/2025 23:54,S015,C0053,Clothing,1,111.15,9.86,71.64,New,Card
INV108804,6/5/2025 1:03,S013,C0025,Clothing,3,25.69,16.61,12.98,New,Digital
INV104292,6/5/2025 2:18,S015,SH0019,Shoes,3,139.69,2.39,112.75,Returning,Card
INV109387,6/5/2025 4:05,S007,C0044,Clothing,1,57.03,16.05,44.95,Returning,Card
INV103475,6/5/2025 5:11,S012,SH0040,Shoes,1,116.12,14.94,70.64,New,Digital
INV105576,6/5/2025 8:49,S019,SH0023,Shoes,4,82.8,18.53,62.43,New,Cash
INV100541,6/5/2025 9:29,S010,SH0020,Shoes,2,149.93,11.08,120.29,Returning,Cash
INV105072,6/5/2025 11:37,S006,A0039,Accessories,5,67.84,2.28,47.96,Returning,Card
INV104979,6/5/2025 13:32,S002,SH0020,Shoes,1,188.95,8.67,150.57,New,Cash
INV107837,6/5/2025 20:59,S006,C0072,Clothing,2,96.01,5.1,48.23,New,Card
INV107967,6/5/2025 21:13,S014,C0091,Clothing,2,98.37,11.5,64.03,Returning,Card
INV101604,6/5/2025 21:50,S011,C0028,Clothing,6,101.46,1.67,63.13,New,Digital
INV102601,6/5/2025 23:58,S013,C0077,Clothing,5,49.52,2.32,33.2,Returning,Cash
INV103672,6/6/2025 1:14,S004,C0086,Clothing,6,85.08,16.57,59.3,Returning,Digital
INV108916,6/6/2025 2:44,S009,A0027,Accessories,2,46.48,12.19,26.99,Returning,Card
INV107315,6/6/2025 3:10,S010,A0024,Accessories,6,17.9,11.91,12,New,Cash
INV105387,6/6/2025 5:34,S002,SH0017,Shoes,6,73.92,9.73,61.93,New,Card
INV101186,6/6/2025 14:13,S013,C0011,Clothing,2,60.85,14.78,38.53,Returning,Cash
INV102025,6/6/2025 19:30,S009,A0034,Accessories,4,40.89,3.19,20.56,Returning,Digital
INV107268,6/6/2025 22:22,S007,C0077,Clothing,3,54.5,17.99,37.81,New,Digital
INV108169,6/7/2025 2:49,S002,SH0031,Shoes,5,41.11,17.86,28.5,New,Cash
INV105004,6/7/2025 8:09,S016,C0056,Clothing,1,25.3,6.08,13.51,New,Cash
INV104242,6/7/2025 9:05,S014,C0078,Clothing,2,81.49,8.68,42.92,Returning,Digital
INV101238,6/7/2025 10:41,S012,C0006,Clothing,5,23.64,7.11,13.15,Returning,Card
INV102662,6/7/2025 12:39,S008,SH0017,Shoes,3,195.59,7.07,151.26,Returning,Card
INV100878,6/7/2025 12:44,S020,A0045,Accessories,4,39.88,2.36,17.87,Returning,Card
INV104132,6/7/2025 20:13,S005,SH0008,Shoes,5,134.79,12.63,102.88,Returning,Cash
INV104861,6/7/2025 22:00,S016,A0050,Accessories,2,60.28,12.33,25.63,New,Card
INV101692,6/8/2025 7:02,S008,C0077,Clothing,5,101.59,5.55,80.43,New,Card
INV109684,6/8/2025 7:51,S007,SH0034,Shoes,1,186.74,6.38,134.2,Returning,Digital
INV104055,6/8/2025 7:55,S014,C0014,Clothing,5,37.4,3.18,27.73,New,Card
INV100256,6/8/2025 8:11,S016,A0039,Accessories,3,25.33,1.17,18.07,Returning,Digital
INV109913,6/8/2025 13:01,S015,SH0001,Shoes,5,108.63,17.65,65.4,New,Cash
INV100589,6/8/2025 15:17,S014,SH0028,Shoes,3,54.44,12.28,36.84,Returning,Cash
INV101583,6/8/2025 23:16,S005,C0072,Clothing,3,65.44,17.14,35.93,New,Cash
INV101142,6/8/2025 23:20,S010,A0039,Accessories,4,62.77,11.22,45.34,New,Cash
INV100211,6/9/2025 0:45,S018,C0036,Clothing,1,95.23,11.55,70.72,New,Card
INV102492,6/9/2025 4:27,S001,SH0022,Shoes,4,69.78,14.78,41.39,New,Cash
INV103693,6/9/2025 10:35,S011,A0003,Accessories,4,20.82,8.42,12.45,New,Card
INV102847,6/9/2025 10:42,S004,C0011,Clothing,5,36.34,1.59,22.29,New,Card
INV105158,6/9/2025 11:33,S012,A0060,Accessories,5,50.97,16.02,29.75,Returning,Cash
INV106845,6/9/2025 13:13,S002,A0047,Accessories,5,22.21,5.38,10.4,New,Card
INV108718,6/9/2025 16:32,S007,A0055,Accessories,6,20.88,8.18,8.67,Returning,Card
INV103927,6/10/2025 2:31,S012,A0044,Accessories,3,43.92,17.26,20.03,New,Card
INV103189,6/10/2025 4:45,S017,C0007,Clothing,3,55.87,1.13,29.23,Returning,Digital
INV109509,6/10/2025 7:23,S004,SH0027,Shoes,1,47.4,19.84,35.33,Returning,Cash
INV107709,6/10/2025 8:23,S014,C0085,Clothing,2,113.39,17.78,86.82,New,Card
INV100383,6/10/2025 9:14,S001,SH0019,Shoes,5,110.91,16.77,65.21,New,Digital
INV105610,6/10/2025 9:20,S005,SH0012,Shoes,3,41.05,15.13,30.99,Returning,Card
INV108185,6/10/2025 10:10,S006,SH0007,Shoes,6,150.37,13.94,102.35,Returning,Cash
INV100554,6/10/2025 10:36,S011,A0007,Accessories,4,58.36,10.06,27.55,New,Digital
INV108086,6/10/2025 11:25,S015,C0069,Clothing,3,116.14,1.31,70.3,New,Card
INV103303,6/10/2025 12:32,S010,A0014,Accessories,6,61.87,17.83,37.88,New,Card
INV104290,6/10/2025 15:40,S003,C0050,Clothing,2,79.59,0.1,49.54,New,Cash
INV106057,6/10/2025 15:45,S011,C0023,Clothing,5,28.08,3.31,17.37,Returning,Cash
INV107044,6/10/2025 19:13,S012,A0057,Accessories,1,79.71,0.74,51.63,New,Card
INV104502,6/10/2025 23:25,S008,A0045,Accessories,3,20.62,3.63,10.1,New,Card
INV100924,6/11/2025 6:53,S015,A0051,Accessories,1,32.66,6.04,18.92,New,Cash
INV103659,6/11/2025 8:29,S012,SH0028,Shoes,3,158.43,9.09,112.77,Returning,Digital
INV100862,6/11/2025 12:44,S004,C0060,Clothing,1,61.69,5.67,38.71,Returning,Cash
INV106540,6/11/2025 14:41,S009,SH0037,Shoes,3,60,15.36,42.21,New,Card
INV102340,6/11/2025 21:07,S018,C0072,Clothing,5,72.3,9.46,44.99,Returning,Cash
INV105344,6/12/2025 0:03,S017,C0014,Clothing,6,31.66,12.51,23.64,Returning,Cash
INV105017,6/12/2025 1:17,S005,SH0026,Shoes,6,179.9,18.27,146.26,New,Cash
INV103795,6/12/2025 1:23,S002,SH0012,Shoes,5,135.4,12.2,105,Returning,Card
INV106115,6/12/2025 3:30,S016,A0013,Accessories,6,19.69,18.35,10.78,New,Digital
INV103742,6/12/2025 11:50,S013,SH0039,Shoes,6,162.45,0.78,120.24,Returning,Digital
INV106305,6/12/2025 12:03,S001,A0012,Accessories,2,51.93,3.67,30.05,New,Cash
INV102925,6/12/2025 12:38,S019,SH0036,Shoes,1,75.52,13.6,62.59,Returning,Cash
INV103652,6/12/2025 13:42,S012,A0031,Accessories,6,14.64,11.46,6.01,New,Card
INV105530,6/12/2025 13:50,S010,C0097,Clothing,5,81.34,10.96,57.95,New,Cash
INV103192,6/12/2025 14:29,S002,SH0004,Shoes,5,93.54,11.7,59.82,Returning,Cash
INV103482,6/12/2025 20:23,S013,A0025,Accessories,4,58.61,16.88,32.91,Returning,Digital
INV106396,6/12/2025 22:53,S017,A0055,Accessories,2,68.71,15.93,39.02,New,Cash
INV107293,6/12/2025 23:35,S005,SH0029,Shoes,2,124.36,13.24,101.55,New,Cash
INV102234,6/13/2025 1:39,S005,A0032,Accessories,4,69.91,12.66,50.75,Returning,Cash
INV108919,6/13/2025 3:04,S010,C0072,Clothing,6,77.24,5.39,45.26,New,Cash
INV108136,6/13/2025 5:11,S011,C0098,Clothing,5,87.85,18.83,54.46,Returning,Digital
INV106757,6/13/2025 6:13,S017,C0005,Clothing,6,78.13,6.95,62.04,New,Cash
INV101154,6/13/2025 7:36,S015,SH0027,Shoes,2,150.05,12.81,127,New,Digital
INV101454,6/13/2025 11:19,S001,C0091,Clothing,2,29.03,19.74,21.84,Returning,Digital
INV104323,6/13/2025 19:08,S010,A0017,Accessories,3,72.77,8.8,30.53,Returning,Card
INV104446,6/13/2025 20:27,S004,A0055,Accessories,4,66.57,9.71,44.8,New,Card
INV101961,6/13/2025 23:34,S018,A0037,Accessories,5,42.93,12.17,26.77,New,Card
INV107825,6/14/2025 1:19,S011,SH0007,Shoes,2,95.39,19.96,79.79,New,Digital
INV106302,6/14/2025 5:47,S008,C0077,Clothing,3,55.51,7.37,39.01,Returning,Cash
INV107724,6/14/2025 12:04,S011,C0029,Clothing,1,21.71,2.12,13.51,Returning,Card
INV103182,6/14/2025 12:56,S003,A0039,Accessories,3,63.41,9.49,43.84,Returning,Cash
INV107291,6/14/2025 19:03,S006,SH0006,Shoes,4,53.43,4.81,39.22,New,Card
INV104599,6/14/2025 23:21,S018,A0019,Accessories,5,72.76,7.62,48.25,New,Card
INV107674,6/15/2025 2:37,S001,A0016,Accessories,2,63.42,3.5,42.69,New,Cash
INV108752,6/15/2025 3:30,S003,SH0026,Shoes,6,156.66,8.58,127.42,Returning,Cash
INV104574,6/15/2025 3:38,S013,SH0029,Shoes,1,52.97,15.32,37.21,New,Cash
INV108164,6/15/2025 7:47,S015,A0013,Accessories,3,64.66,19.29,45.62,New,Digital
INV107952,6/15/2025 9:01,S015,C0035,Clothing,6,76.23,3.96,52.42,New,Cash
INV104328,6/15/2025 12:26,S004,C0043,Clothing,1,65.84,19.42,48.58,New,Cash
INV106251,6/15/2025 15:00,S005,SH0032,Shoes,3,197.95,0.62,167.03,New,Cash
INV102032,6/15/2025 15:25,S005,SH0029,Shoes,6,41.88,4.39,25.51,Returning,Cash
INV104336,6/15/2025 19:54,S014,SH0037,Shoes,2,185.66,15.37,130.87,Returning,Digital
INV108958,6/15/2025 22:02,S011,A0023,Accessories,3,35.23,13.95,14.51,New,Digital
INV109333,6/15/2025 22:48,S019,A0015,Accessories,2,44.83,0,28.52,New,Card
INV102399,6/15/2025 23:01,S006,C0025,Clothing,5,52.4,15.93,30.87,Returning,Card
INV100696,6/15/2025 23:23,S004,A0020,Accessories,4,54.87,17.7,33.25,Returning,Digital
INV102468,6/15/2025 23:36,S013,SH0039,Shoes,6,111.57,13.52,79.22,New,Digital
INV104839,6/16/2025 1:09,S010,A0038,Accessories,6,62.92,7.32,25.94,New,Card
INV106278,6/16/2025 3:39,S015,A0056,Accessories,6,47.44,1.61,19.77,New,Card
INV101507,6/16/2025 6:00,S012,C0045,Clothing,4,91.52,9.14,62.09,Returning,Digital
INV104971,6/16/2025 17:15,S001,A0004,Accessories,2,34.88,5.53,24.01,New,Card
INV109565,6/16/2025 22:00,S005,SH0012,Shoes,6,85.75,2.63,52.63,New,Digital
INV101421,6/16/2025 22:39,S003,A0020,Accessories,3,75.12,13.77,40.07,Returning,Card
INV104628,6/17/2025 3:49,S012,A0022,Accessories,5,13.51,12.11,7.94,Returning,Digital
INV103141,6/17/2025 8:43,S008,C0041,Clothing,4,34.87,15.4,24.76,New,Cash
INV108118,6/17/2025 12:04,S013,A0017,Accessories,5,76.03,11.87,49.01,Returning,Digital
INV102526,6/17/2025 12:43,S002,C0092,Clothing,2,33.69,13.8,24.59,New,Card
INV107602,6/17/2025 13:23,S010,C0093,Clothing,1,61.16,8.9,37.17,Returning,Cash
INV104825,6/17/2025 14:20,S004,A0015,Accessories,6,21.83,12.56,11.15,Returning,Card
INV106939,6/17/2025 16:12,S009,SH0024,Shoes,5,134.64,12.73,113.52,Returning,Cash
INV105863,6/17/2025 18:39,S004,SH0033,Shoes,5,189.92,10.71,107.99,Returning,Digital
INV102074,6/17/2025 20:10,S017,A0012,Accessories,4,51.45,8.7,23.89,New,Digital
INV104929,6/17/2025 22:00,S016,SH0029,Shoes,3,148.87,5.02,118.7,Returning,Card
INV103859,6/18/2025 0:57,S011,C0010,Clothing,1,62.05,15.13,40.7,New,Digital
INV103997,6/18/2025 5:04,S019,C0077,Clothing,5,113.5,0.66,67.86,Returning,Card
INV101438,6/18/2025 6:15,S007,A0042,Accessories,4,54.91,3.39,36.23,Returning,Digital
INV103733,6/18/2025 8:04,S002,A0041,Accessories,6,22.55,18.85,15.37,New,Card
INV100787,6/18/2025 16:12,S014,A0047,Accessories,6,34.91,1.95,15.55,New,Digital
INV107614,6/18/2025 17:23,S008,A0030,Accessories,4,67.33,14.86,38.97,Returning,Cash
INV102254,6/18/2025 22:09,S019,SH0024,Shoes,6,132.53,10.99,103.93,Returning,Card
INV100587,6/19/2025 2:01,S005,C0021,Clothing,6,58.85,15.05,36.53,New,Card
INV101022,6/19/2025 6:13,S019,A0038,Accessories,2,67.01,10.13,28.98,New,Cash
INV105029,6/19/2025 8:10,S016,A0001,Accessories,4,31.19,1.87,15.52,Returning,Cash
INV106098,6/19/2025 14:44,S001,SH0001,Shoes,3,103.56,9.21,80.55,Returning,Card
INV104508,6/19/2025 15:46,S008,C0100,Clothing,6,65.32,15.93,43.33,New,Cash
INV108669,6/19/2025 15:56,S007,SH0010,Shoes,6,188.84,10.92,122.22,New,Digital
INV104179,6/19/2025 16:37,S014,SH0010,Shoes,4,95.28,4.21,55.91,New,Card
INV109957,6/19/2025 16:59,S007,A0003,Accessories,1,29.35,12.34,21.17,New,Cash
INV101315,6/19/2025 17:09,S006,SH0020,Shoes,1,175.96,17.09,111.13,Returning,Cash
INV102294,6/19/2025 19:22,S005,C0025,Clothing,4,54.1,6.46,35.78,Returning,Cash
INV103805,6/19/2025 22:04,S015,SH0010,Shoes,4,60.02,13.8,36.05,New,Card
INV103349,6/20/2025 1:44,S009,C0076,Clothing,3,32.05,3.27,17.85,New,Card
INV103446,6/20/2025 4:41,S001,A0047,Accessories,6,30.87,3.13,20.55,Returning,Cash
INV105631,6/20/2025 5:03,S001,SH0010,Shoes,3,119.47,9.08,74.97,Returning,Card
INV107649,6/20/2025 7:38,S006,C0078,Clothing,6,21.31,6.97,12.77,Returning,Cash
INV102684,6/20/2025 11:16,S009,C0004,Clothing,1,64.02,16.06,44.35,New,Cash
INV102883,6/20/2025 11:52,S002,SH0028,Shoes,4,101.58,19.45,82.12,Returning,Cash
INV103865,6/20/2025 15:28,S017,C0080,Clothing,2,106.74,1.45,84.88,Returning,Digital
INV109317,6/20/2025 18:47,S007,C0035,Clothing,4,113.6,9.38,61.75,Returning,Digital
INV108955,6/20/2025 19:38,S016,A0022,Accessories,4,53.5,9.42,35.16,Returning,Card
INV105269,6/20/2025 19:46,S016,A0005,Accessories,1,48.48,7.68,24.14,New,Card
INV102599,6/21/2025 0:06,S011,C0066,Clothing,1,51.38,3.35,37.24,Returning,Cash
INV100148,6/21/2025 1:36,S018,C0047,Clothing,5,75.32,9.01,39.32,Returning,Digital
INV109504,6/21/2025 3:20,S010,C0040,Clothing,6,119.64,2.47,68.84,New,Digital
INV102446,6/21/2025 3:29,S003,SH0003,Shoes,4,109.07,0.48,90.7,Returning,Digital
INV109984,6/21/2025 7:45,S012,SH0034,Shoes,3,70.47,7.67,59.73,Returning,Digital
INV102271,6/21/2025 8:39,S008,A0020,Accessories,4,17.64,0.74,10.84,New,Card
INV109637,6/21/2025 13:42,S002,SH0017,Shoes,6,132.97,3.45,104.77,Returning,Card
INV101220,6/21/2025 13:51,S005,C0040,Clothing,4,86.63,2.97,48.79,New,Cash
INV106444,6/21/2025 18:18,S017,C0079,Clothing,4,49.86,17.68,32.63,New,Digital
INV108549,6/21/2025 22:22,S013,C0032,Clothing,2,79.91,11.95,56.1,Returning,Digital
INV109870,6/22/2025 4:08,S018,C0065,Clothing,5,87.9,16.99,44.83,Returning,Card
INV108947,6/22/2025 6:09,S011,C0047,Clothing,4,50.3,8.15,34.52,New,Card
INV106026,6/22/2025 7:17,S009,SH0031,Shoes,4,172.15,3.33,103.32,Returning,Cash
INV108146,6/22/2025 15:24,S019,C0028,Clothing,4,60.67,15.33,38.66,Returning,Card
INV105774,6/22/2025 19:04,S006,A0037,Accessories,5,49.54,5.56,30.9,New,Card
INV106849,6/22/2025 21:59,S013,SH0003,Shoes,3,199.38,12.75,120.65,New,Digital
INV101738,6/23/2025 4:57,S014,C0072,Clothing,1,71.62,8.97,42.26,Returning,Cash
INV101605,6/23/2025 5:25,S003,C0032,Clothing,1,63.41,0.02,37.5,New,Cash
INV107923,6/23/2025 5:27,S006,SH0037,Shoes,6,141.76,0.11,98.37,New,Cash
INV101237,6/23/2025 6:10,S008,SH0031,Shoes,1,163.75,19.52,126.79,Returning,Digital
INV103890,6/23/2025 6:13,S020,A0033,Accessories,1,11.84,18.21,4.9,Returning,Card
INV107314,6/23/2025 6:13,S020,A0038,Accessories,4,44.1,9.48,29.24,Returning,Digital
INV107906,6/23/2025 18:06,S007,C0043,Clothing,6,106.42,14.67,66.5,Returning,Digital
INV102666,6/23/2025 18:12,S017,SH0039,Shoes,4,59.34,6.06,39.88,New,Digital
INV107909,6/24/2025 1:20,S006,SH0039,Shoes,1,75.76,19.17,60.24,New,Digital
INV108083,6/24/2025 2:27,S002,SH0023,Shoes,2,74.37,12.45,47.53,Returning,Digital
INV106840,6/24/2025 7:10,S017,A0029,Accessories,5,73.4,12.45,44.45,New,Cash
INV107691,6/24/2025 10:13,S017,A0016,Accessories,5,65.98,13.47,36.49,New,Card
INV107771,6/24/2025 13:45,S006,C0008,Clothing,3,40.14,7.66,28.84,New,Cash
INV107609,6/25/2025 0:31,S011,SH0032,Shoes,5,171.05,16.11,95.15,New,Digital
INV103803,6/25/2025 0:38,S012,SH0002,Shoes,6,132.29,10.41,86.55,New,Card
INV100380,6/25/2025 2:05,S013,A0015,Accessories,6,31.94,5.35,20.08,Returning,Card
INV109470,6/25/2025 9:08,S007,C0015,Clothing,5,33.88,11.51,23.17,Returning,Card
INV101870,6/25/2025 9:16,S015,C0072,Clothing,2,112.16,16.31,66.92,Returning,Digital
INV105661,6/25/2025 11:41,S006,C0021,Clothing,1,25.05,12.84,13.55,New,Card
INV100289,6/25/2025 12:47,S018,SH0037,Shoes,6,170.56,4.45,111.37,Returning,Digital
INV105579,6/25/2025 13:09,S002,C0044,Clothing,1,98.92,2.71,63.91,New,Digital
INV100545,6/25/2025 15:32,S005,C0099,Clothing,4,65.46,9.95,35.13,New,Cash
INV102677,6/25/2025 20:23,S018,C0055,Clothing,4,46.73,10.55,30.32,Returning,Card
INV102578,6/25/2025 20:42,S016,C0052,Clothing,3,84.62,9.88,47.97,New,Card
INV108720,6/25/2025 23:37,S004,C0034,Clothing,2,23.13,2.91,15.94,New,Digital
INV109320,6/26/2025 0:25,S006,SH0008,Shoes,5,127.44,3.6,79.64,Returning,Card
INV103944,6/26/2025 1:47,S012,C0026,Clothing,5,57.82,14.18,45.97,New,Card
INV105512,6/26/2025 4:49,S010,A0026,Accessories,6,40.52,17.24,23.03,Returning,Cash
INV104444,6/26/2025 6:01,S013,C0049,Clothing,6,39.98,6.15,26.14,Returning,Cash
INV108903,6/26/2025 6:25,S008,A0011,Accessories,6,59.83,19.1,26.47,New,Card
INV108475,6/26/2025 8:30,S008,C0039,Clothing,6,86.05,14.16,46.71,New,Digital
INV104289,6/26/2025 8:43,S016,A0013,Accessories,6,37.13,18.89,20.29,Returning,Card
INV108020,6/26/2025 10:06,S017,C0086,Clothing,2,32.54,1.38,19.25,Returning,Card
INV103401,6/26/2025 11:34,S012,A0060,Accessories,1,71.14,2.66,33.26,New,Card
INV102557,6/26/2025 13:46,S007,C0070,Clothing,2,63.04,10.99,48.74,Returning,Card
INV101093,6/26/2025 13:56,S011,A0047,Accessories,4,41.66,7.27,30.55,Returning,Cash
INV106971,6/26/2025 15:15,S006,SH0003,Shoes,4,86.74,10.95,71.53,Returning,Cash
